#Units: metal
#PotFile: SiC_1989.tersoff
#AtomStyle: atomic
#PairStyle: tersoff

      2048 atoms    

         1 atom types    

0 21.990119 xlo xhi
0 22.019825 ylo yhi
3.2186742329723685 90.8731877670298 zlo zhi

Masses

    1        28.085000000000000 # Si   

Atoms # atomic

6 1 1.8574838936355236 0.7799455220909816 4.245176488779803 0 0 0
2 1 0.6640705215331103 1.934375909046898 5.902548163541029 1 0 0
1124 1 4.137472000758273 1.2440111352352463 3.6120168297177666 0 1 1
2042 1 6.143468754804152 1.0076345471106685 5.184621557770829 1 0 1
14 1 9.752876372979376 1.479280593980698 4.230186671600044 0 0 0
22 1 13.034860428127532 0.8998592579804525 4.214409437361666 0 0 0
18 1 11.350936683336332 2.4873544049610303 5.588805121082558 0 0 0
30 1 18.442805056182873 1.093316131483978 4.346500949126838 0 0 0
26 1 16.979890249474238 2.367239816979197 5.931657075483667 0 0 0
33 1 20.431799090657606 2.357177160597416 3.4114096685664803 -1 0 0
1259 1 1.4585455249675499 4.617462455489977 3.393465510427246 1 0 1
1120 1 4.806013995553362 4.520431474302736 4.831340883405853 0 0 1
10 1 6.811245160407475 3.440448625543527 4.915248282850733 0 0 0
16 1 11.065978727138592 4.62053520610301 4.8197031414978975 0 0 0
24 1 15.476931945489998 3.4909261479324045 4.2819916746633915 0 0 0
52 1 14.494082927356153 4.958086638721086 5.652326898093196 0 0 0
27 1 17.00635805821278 4.9226337196626835 3.6083918435480014 0 0 0
32 1 21.612925867016642 3.822829804218223 4.845222371394413 0 0 0
38 1 1.9865394010919566 6.31356559016916 4.835495469454468 0 0 0
1407 1 3.78631916777209 7.296178353565067 3.4288598755825523 0 0 1
3 1 5.907842268224003 6.290151447755146 3.370974754761609 0 0 0
43 1 7.684040165833679 6.9670981375994465 4.709036455762966 0 0 0
1894 1 12.869118418146666 6.300107250745022 4.7245704376699615 0 0 1
54 1 14.197017896155732 7.610029836882571 3.2779491771944995 0 0 0
62 1 18.58186929470344 6.210790678157009 5.297234027557206 0 0 0
1482 1 19.95746525868847 7.781700657359554 3.7497359919205295 -1 0 1
42 1 4.6550778383229146 9.20829945708193 4.582786103609514 0 0 0
68 1 2.9412932884883687 10.48295867013644 5.590848774949302 0 0 0
2033 1 10.404873570907485 9.338461649897773 4.331465960237007 0 0 1
51 1 15.633185023805359 8.789284330509817 4.750726388183983 0 0 0
64 1 21.51554606243777 9.393615038449875 4.644995709899219 0 0 0
92 1 19.979396437241103 10.681723145459253 5.886413938178265 0 0 0
72 1 1.7272785685117378 13.705129668262874 4.135290287568623 0 0 0
66 1 0.101417843251012 13.541988869603882 5.872013107146566 1 0 0
70 1 3.056744234590397 11.647815732014388 3.333995749655171 0 0 0
78 1 7.324505773766035 13.521145098820133 4.561547942231719 0 0 0
75 1 8.163260119757338 11.467109435160413 4.077887819684883 0 0 0
86 1 13.588357038121533 12.581782560742726 5.040724292724913 0 0 0
2048 1 18.848312762492185 12.488870605451691 4.762578260139331 0 0 1
1792 1 3.780890665754905 14.745182348220395 4.8163260938280965 0 -1 1
80 1 9.655267890033057 14.337979117391495 4.738904077977189 0 0 0
113 1 10.647999288449522 16.440340221525997 3.8150795748727173 0 0 0
89 1 15.394194339547544 13.953414441867181 5.1048296449525274 0 0 0
116 1 14.095839251559974 15.722143818553517 5.866568459927795 0 0 0
1629 1 20.17707408994981 14.341530093583941 4.804030824665815 0 0 1
124 1 19.484934150205568 16.225865979031255 5.854650969184232 0 0 0
102 1 2.0034425750388203 18.305216627483034 4.877862900780387 0 0 0
110 1 7.2901661516805305 17.807555458759783 4.743183737792829 0 0 0
107 1 9.259565854644983 18.275864065327994 3.5693701621578047 0 0 0
118 1 12.946500158347341 17.43234804893219 4.86738968958894 0 0 0
114 1 11.360178862684329 18.90348859810712 5.955941141947658 0 0 0
2036 1 18.341469720898314 17.6153514516719 3.9303058217658933 -1 0 1
122 1 16.834728387526887 18.87836671133661 5.618934418514611 0 0 0
106 1 3.8899865190643 19.54310331847421 4.748234118795972 0 0 0
4 1 3.0705602026031844 21.428283896214086 5.805378783087793 0 -1 0
2034 1 7.5497190700055326 21.195354920301245 4.2410448742435936 0 -1 1
12 1 9.464959683543668 21.63747638392417 5.85839222636573 0 -1 0
112 1 10.557446952025517 20.279084530864377 4.433265871662057 0 0 0
1580 1 15.27592569577965 20.24367825132281 4.492160579735975 0 0 1
